Ensemble,Site,param,value,Category
LHC0206,ORNL,jmaxb0,0.018767211,Top10
LHC0209,ORNL,jmaxb0,0.015027132,Top10
LHC0212,ORNL,jmaxb0,0.011538125,Top10
LHC0225,ORNL,jmaxb0,0.019871359,Top10
LHC0232,ORNL,jmaxb0,0.01439215,Top10
LHC0240,ORNL,jmaxb0,0.015311398,Top10
LHC0264,ORNL,jmaxb0,0.017194721,Top10
LHC0274,ORNL,jmaxb0,0.013163254,Top10
LHC0283,ORNL,jmaxb0,0.016223067,Top10
LHC0287,ORNL,jmaxb0,0.014715628,Top10
LHC0303,ORNL,jmaxb0,0.01036376,Top10
LHC0310,ORNL,jmaxb0,0.015470153,Top10
LHC0326,ORNL,jmaxb0,0.019307656,Top10
LHC0336,ORNL,jmaxb0,0.020067316,Top10
LHC0338,ORNL,jmaxb0,0.014634839,Top10
LHC0344,ORNL,jmaxb0,0.017417775,Top10
LHC0361,ORNL,jmaxb0,0.013929671,Top10
LHC0390,ORNL,jmaxb0,0.014006732,Top10
LHC0396,ORNL,jmaxb0,0.016841532,Top10
LHC0005,TALL,cv,0.01368388,Top10
LHC0036,TALL,cv,0.00847526,Top10
LHC0041,TALL,cv,0.015037142,Top10
LHC0050,TALL,cv,0.01530484,Top10
LHC0057,TALL,cv,0.011010307,Top10
LHC0062,TALL,cv,0.015917301,Top10
LHC0078,TALL,cv,0.016653481,Top10
LHC0088,TALL,cv,0.009197171,Top10
LHC0115,TALL,cv,0.014383104,Top10
LHC0122,TALL,cv,0.013143374,Top10
LHC0126,TALL,cv,0.006816146,Top10
LHC0138,TALL,cv,0.019314941,Top10
LHC0147,TALL,cv,0.007375224,Top10
LHC0148,TALL,cv,0.018900651,Top10
LHC0154,TALL,cv,0.017390841,Top10
LHC0158,TALL,cv,0.007468029,Top10
LHC0164,TALL,cv,0.01577344,Top10
LHC0178,TALL,cv,0.014797115,Top10
LHC0190,TALL,cv,0.015438082,Top10
LHC0193,TALL,cv,0.017417427,Top10
LHC0194,TALL,cv,0.018225187,Top10
LHC0214,TALL,cv,0.013535036,Top10
LHC0221,TALL,cv,0.011800988,Top10
LHC0224,TALL,cv,0.014900373,Top10
LHC0232,TALL,cv,0.01853684,Top10
LHC0240,TALL,cv,0.008689497,Top10
LHC0246,TALL,cv,0.0107793,Top10
LHC0248,TALL,cv,0.019452545,Top10
LHC0253,TALL,cv,0.00878633,Top10
LHC0278,TALL,cv,0.007509101,Top10
LHC0323,TALL,cv,0.012466116,Top10
LHC0331,TALL,cv,0.006777405,Top10
LHC0337,TALL,cv,0.012026328,Top10
LHC0339,TALL,cv,0.00758485,Top10
LHC0359,TALL,cv,0.01883913,Top10
LHC0362,TALL,cv,0.006143348,Top10
LHC0365,TALL,cv,0.01488038,Top10
LHC0005,OSBS,cv,0.01368388,Top10
LHC0030,OSBS,cv,0.014777432,Top10
LHC0036,OSBS,cv,0.00847526,Top10
LHC0039,OSBS,cv,0.005050373,Top10
LHC0053,OSBS,cv,0.014037182,Top10
LHC0057,OSBS,cv,0.011010307,Top10
LHC0078,OSBS,cv,0.016653481,Top10
LHC0088,OSBS,cv,0.009197171,Top10
LHC0094,OSBS,cv,0.011648734,Top10
LHC0115,OSBS,cv,0.014383104,Top10
LHC0119,OSBS,cv,0.017731582,Top10
LHC0126,OSBS,cv,0.006816146,Top10
LHC0138,OSBS,cv,0.019314941,Top10
LHC0140,OSBS,cv,0.018916858,Top10
LHC0147,OSBS,cv,0.007375224,Top10
LHC0148,OSBS,cv,0.018900651,Top10
LHC0154,OSBS,cv,0.017390841,Top10
LHC0164,OSBS,cv,0.01577344,Top10
LHC0177,OSBS,cv,0.012540953,Top10
LHC0181,OSBS,cv,0.011928625,Top10
LHC0190,OSBS,cv,0.015438082,Top10
LHC0193,OSBS,cv,0.017417427,Top10
LHC0194,OSBS,cv,0.018225187,Top10
LHC0214,OSBS,cv,0.013535036,Top10
LHC0224,OSBS,cv,0.014900373,Top10
LHC0232,OSBS,cv,0.01853684,Top10
LHC0236,OSBS,cv,0.011958811,Top10
LHC0245,OSBS,cv,0.017240375,Top10
LHC0246,OSBS,cv,0.0107793,Top10
LHC0248,OSBS,cv,0.019452545,Top10
LHC0278,OSBS,cv,0.007509101,Top10
LHC0331,OSBS,cv,0.006777405,Top10
LHC0339,OSBS,cv,0.00758485,Top10
LHC0343,OSBS,cv,0.005278685,Top10
LHC0359,OSBS,cv,0.01883913,Top10
LHC0362,OSBS,cv,0.006143348,Top10
LHC0378,OSBS,cv,0.013401492,Top10
LHC0005,ORNL,cv,0.01368388,Top10
LHC0010,ORNL,cv,0.018475063,Top10
LHC0013,ORNL,cv,0.010958425,Top10
LHC0038,ORNL,cv,0.017308853,Top10
LHC0039,ORNL,cv,0.005050373,Top10
LHC0050,ORNL,cv,0.01530484,Top10
LHC0051,ORNL,cv,0.013773672,Top10
LHC0067,ORNL,cv,0.00787588,Top10
LHC0076,ORNL,cv,0.011359223,Top10
LHC0101,ORNL,cv,0.016171179,Top10
LHC0102,ORNL,cv,0.015050005,Top10
LHC0126,ORNL,cv,0.006816146,Top10
LHC0157,ORNL,cv,0.016198938,Top10
LHC0168,ORNL,cv,0.016549869,Top10
LHC0170,ORNL,cv,0.01900612,Top10
LHC0190,ORNL,cv,0.015438082,Top10
LHC0206,ORNL,cv,0.010555066,Top10
LHC0209,ORNL,cv,0.017981995,Top10
LHC0212,ORNL,cv,0.00656174,Top10
LHC0225,ORNL,cv,0.008896997,Top10
LHC0232,ORNL,cv,0.01853684,Top10
LHC0240,ORNL,cv,0.008689497,Top10
LHC0264,ORNL,cv,0.014742035,Top10
LHC0274,ORNL,cv,0.010285072,Top10
LHC0283,ORNL,cv,0.016251595,Top10
LHC0287,ORNL,cv,0.018721589,Top10
LHC0303,ORNL,cv,0.009984418,Top10
LHC0310,ORNL,cv,0.006688713,Top10
LHC0326,ORNL,cv,0.012762727,Top10
LHC0336,ORNL,cv,0.012830537,Top10
LHC0338,ORNL,cv,0.007279101,Top10
LHC0344,ORNL,cv,0.015160744,Top10
LHC0361,ORNL,cv,0.008005206,Top10
LHC0390,ORNL,cv,0.014249233,Top10
LHC0396,ORNL,cv,0.010085466,Top10
LHC0005,TALL,d_max,17.81621202,Top10
LHC0036,TALL,d_max,54.86499571,Top10
LHC0041,TALL,d_max,48.06958023,Top10
LHC0050,TALL,d_max,12.8757503,Top10
LHC0057,TALL,d_max,19.60511049,Top10
LHC0062,TALL,d_max,12.6113599,Top10
LHC0078,TALL,d_max,49.63210428,Top10
LHC0088,TALL,d_max,46.97740257,Top10
LHC0115,TALL,d_max,44.89760683,Top10
LHC0122,TALL,d_max,14.21642126,Top10
LHC0126,TALL,d_max,23.93042873,Top10
LHC0138,TALL,d_max,10.71111754,Top10
LHC0147,TALL,d_max,25.11553681,Top10
LHC0148,TALL,d_max,53.02559227,Top10
LHC0154,TALL,d_max,49.49316238,Top10
LHC0158,TALL,d_max,17.96107776,Top10
LHC0164,TALL,d_max,27.55201088,Top10
LHC0178,TALL,d_max,48.51165022,Top10
LHC0190,TALL,d_max,10.33154828,Top10
LHC0193,TALL,d_max,10.62003007,Top10
LHC0194,TALL,d_max,31.76140333,Top10
LHC0214,TALL,d_max,49.95555318,Top10
LHC0221,TALL,d_max,45.40848993,Top10
LHC0224,TALL,d_max,57.74746045,Top10
LHC0232,TALL,d_max,39.5596966,Top10
LHC0240,TALL,d_max,27.72273671,Top10
LHC0246,TALL,d_max,32.97044175,Top10
LHC0248,TALL,d_max,56.4843269,Top10
LHC0253,TALL,d_max,46.56580467,Top10
LHC0278,TALL,d_max,42.6730067,Top10
LHC0323,TALL,d_max,13.06578428,Top10
LHC0331,TALL,d_max,39.35142361,Top10
LHC0337,TALL,d_max,54.38300353,Top10
LHC0339,TALL,d_max,57.31955679,Top10
LHC0359,TALL,d_max,51.0446604,Top10
LHC0362,TALL,d_max,37.49288899,Top10
LHC0365,TALL,d_max,27.24575639,Top10
LHC0005,OSBS,d_max,17.81621202,Top10
LHC0030,OSBS,d_max,25.63180879,Top10
LHC0036,OSBS,d_max,54.86499571,Top10
LHC0039,OSBS,d_max,15.87481953,Top10
LHC0053,OSBS,d_max,28.15682456,Top10
LHC0057,OSBS,d_max,19.60511049,Top10
LHC0078,OSBS,d_max,49.63210428,Top10
LHC0088,OSBS,d_max,46.97740257,Top10
LHC0094,OSBS,d_max,43.86151926,Top10
LHC0115,OSBS,d_max,44.89760683,Top10
LHC0119,OSBS,d_max,37.10183774,Top10
LHC0126,OSBS,d_max,23.93042873,Top10
LHC0138,OSBS,d_max,10.71111754,Top10
LHC0140,OSBS,d_max,29.8214845,Top10
LHC0147,OSBS,d_max,25.11553681,Top10
LHC0148,OSBS,d_max,53.02559227,Top10
LHC0154,OSBS,d_max,49.49316238,Top10
LHC0164,OSBS,d_max,27.55201088,Top10
LHC0177,OSBS,d_max,17.09240737,Top10
LHC0181,OSBS,d_max,58.85887184,Top10
LHC0190,OSBS,d_max,10.33154828,Top10
LHC0193,OSBS,d_max,10.62003007,Top10
LHC0194,OSBS,d_max,31.76140333,Top10
LHC0214,OSBS,d_max,49.95555318,Top10
LHC0224,OSBS,d_max,57.74746045,Top10
LHC0232,OSBS,d_max,39.5596966,Top10
LHC0236,OSBS,d_max,17.25547434,Top10
LHC0245,OSBS,d_max,41.62378551,Top10
LHC0246,OSBS,d_max,32.97044175,Top10
LHC0248,OSBS,d_max,56.4843269,Top10
LHC0278,OSBS,d_max,42.6730067,Top10
LHC0331,OSBS,d_max,39.35142361,Top10
LHC0339,OSBS,d_max,57.31955679,Top10
LHC0343,OSBS,d_max,49.04592765,Top10
LHC0359,OSBS,d_max,51.0446604,Top10
LHC0362,OSBS,d_max,37.49288899,Top10
LHC0378,OSBS,d_max,22.00235437,Top10
LHC0005,ORNL,d_max,17.81621202,Top10
LHC0010,ORNL,d_max,42.82754448,Top10
LHC0013,ORNL,d_max,53.75983486,Top10
LHC0038,ORNL,d_max,27.49921852,Top10
LHC0039,ORNL,d_max,15.87481953,Top10
LHC0050,ORNL,d_max,12.8757503,Top10
LHC0051,ORNL,d_max,54.27463156,Top10
LHC0067,ORNL,d_max,17.73969354,Top10
LHC0076,ORNL,d_max,24.25670154,Top10
LHC0101,ORNL,d_max,24.4903952,Top10
LHC0102,ORNL,d_max,42.01266884,Top10
LHC0126,ORNL,d_max,23.93042873,Top10
LHC0157,ORNL,d_max,12.84021808,Top10
LHC0168,ORNL,d_max,48.69455994,Top10
LHC0170,ORNL,d_max,23.70358037,Top10
LHC0190,ORNL,d_max,10.33154828,Top10
LHC0206,ORNL,d_max,39.44801645,Top10
LHC0209,ORNL,d_max,40.61853399,Top10
LHC0212,ORNL,d_max,24.91138998,Top10
LHC0225,ORNL,d_max,14.77640807,Top10
LHC0232,ORNL,d_max,39.5596966,Top10
LHC0240,ORNL,d_max,27.72273671,Top10
LHC0264,ORNL,d_max,39.16307726,Top10
LHC0274,ORNL,d_max,53.45566318,Top10
LHC0283,ORNL,d_max,24.15525627,Top10
LHC0287,ORNL,d_max,11.63132729,Top10
LHC0303,ORNL,d_max,19.72015237,Top10
LHC0310,ORNL,d_max,16.90689148,Top10
LHC0326,ORNL,d_max,32.07871726,Top10
LHC0336,ORNL,d_max,11.01650103,Top10
LHC0338,ORNL,d_max,15.39481421,Top10
LHC0344,ORNL,d_max,55.60379535,Top10
LHC0361,ORNL,d_max,52.07221063,Top10
LHC0390,ORNL,d_max,24.75900903,Top10
LHC0396,ORNL,d_max,10.19107334,Top10
LHC0005,TALL,frac_sat_soil_dsl_init,0.653486514,Top10
LHC0036,TALL,frac_sat_soil_dsl_init,0.71474297,Top10
LHC0041,TALL,frac_sat_soil_dsl_init,0.834294437,Top10
LHC0050,TALL,frac_sat_soil_dsl_init,0.514153045,Top10
LHC0057,TALL,frac_sat_soil_dsl_init,0.537015956,Top10
LHC0062,TALL,frac_sat_soil_dsl_init,0.801917771,Top10
LHC0078,TALL,frac_sat_soil_dsl_init,0.755026029,Top10
LHC0088,TALL,frac_sat_soil_dsl_init,0.894363918,Top10
LHC0115,TALL,frac_sat_soil_dsl_init,0.575323319,Top10
LHC0122,TALL,frac_sat_soil_dsl_init,0.981999617,Top10
LHC0126,TALL,frac_sat_soil_dsl_init,0.943813677,Top10
LHC0138,TALL,frac_sat_soil_dsl_init,0.607200072,Top10
LHC0147,TALL,frac_sat_soil_dsl_init,0.990938258,Top10
LHC0148,TALL,frac_sat_soil_dsl_init,0.735588139,Top10
LHC0154,TALL,frac_sat_soil_dsl_init,0.5772228,Top10
LHC0158,TALL,frac_sat_soil_dsl_init,0.749931918,Top10
LHC0164,TALL,frac_sat_soil_dsl_init,0.716617618,Top10
LHC0178,TALL,frac_sat_soil_dsl_init,0.858825516,Top10
LHC0190,TALL,frac_sat_soil_dsl_init,0.873067929,Top10
LHC0193,TALL,frac_sat_soil_dsl_init,0.671934554,Top10
LHC0194,TALL,frac_sat_soil_dsl_init,0.72658285,Top10
LHC0214,TALL,frac_sat_soil_dsl_init,0.647308994,Top10
LHC0221,TALL,frac_sat_soil_dsl_init,0.69518516,Top10
LHC0224,TALL,frac_sat_soil_dsl_init,0.979965683,Top10
LHC0232,TALL,frac_sat_soil_dsl_init,0.608273665,Top10
LHC0240,TALL,frac_sat_soil_dsl_init,0.590057299,Top10
LHC0246,TALL,frac_sat_soil_dsl_init,0.552991127,Top10
LHC0248,TALL,frac_sat_soil_dsl_init,0.536171967,Top10
LHC0253,TALL,frac_sat_soil_dsl_init,0.651876078,Top10
LHC0278,TALL,frac_sat_soil_dsl_init,0.600128033,Top10
LHC0323,TALL,frac_sat_soil_dsl_init,0.622601747,Top10
LHC0331,TALL,frac_sat_soil_dsl_init,0.739902546,Top10
LHC0337,TALL,frac_sat_soil_dsl_init,0.700917416,Top10
LHC0339,TALL,frac_sat_soil_dsl_init,0.825359814,Top10
LHC0359,TALL,frac_sat_soil_dsl_init,0.868290044,Top10
LHC0362,TALL,frac_sat_soil_dsl_init,0.791872346,Top10
LHC0365,TALL,frac_sat_soil_dsl_init,0.947582815,Top10
LHC0005,OSBS,frac_sat_soil_dsl_init,0.653486514,Top10
LHC0030,OSBS,frac_sat_soil_dsl_init,0.705033805,Top10
LHC0036,OSBS,frac_sat_soil_dsl_init,0.71474297,Top10
LHC0039,OSBS,frac_sat_soil_dsl_init,0.507127651,Top10
LHC0053,OSBS,frac_sat_soil_dsl_init,0.589962032,Top10
LHC0057,OSBS,frac_sat_soil_dsl_init,0.537015956,Top10
LHC0078,OSBS,frac_sat_soil_dsl_init,0.755026029,Top10
LHC0088,OSBS,frac_sat_soil_dsl_init,0.894363918,Top10
LHC0094,OSBS,frac_sat_soil_dsl_init,0.554817538,Top10
LHC0115,OSBS,frac_sat_soil_dsl_init,0.575323319,Top10
LHC0119,OSBS,frac_sat_soil_dsl_init,0.932351717,Top10
LHC0126,OSBS,frac_sat_soil_dsl_init,0.943813677,Top10
LHC0138,OSBS,frac_sat_soil_dsl_init,0.607200072,Top10
LHC0140,OSBS,frac_sat_soil_dsl_init,0.638609921,Top10
LHC0147,OSBS,frac_sat_soil_dsl_init,0.990938258,Top10
LHC0148,OSBS,frac_sat_soil_dsl_init,0.735588139,Top10
LHC0154,OSBS,frac_sat_soil_dsl_init,0.5772228,Top10
LHC0164,OSBS,frac_sat_soil_dsl_init,0.716617618,Top10
LHC0177,OSBS,frac_sat_soil_dsl_init,0.902606399,Top10
LHC0181,OSBS,frac_sat_soil_dsl_init,0.952740066,Top10
LHC0190,OSBS,frac_sat_soil_dsl_init,0.873067929,Top10
LHC0193,OSBS,frac_sat_soil_dsl_init,0.671934554,Top10
LHC0194,OSBS,frac_sat_soil_dsl_init,0.72658285,Top10
LHC0214,OSBS,frac_sat_soil_dsl_init,0.647308994,Top10
LHC0224,OSBS,frac_sat_soil_dsl_init,0.979965683,Top10
LHC0232,OSBS,frac_sat_soil_dsl_init,0.608273665,Top10
LHC0236,OSBS,frac_sat_soil_dsl_init,0.621202138,Top10
LHC0245,OSBS,frac_sat_soil_dsl_init,0.992225305,Top10
LHC0246,OSBS,frac_sat_soil_dsl_init,0.552991127,Top10
LHC0248,OSBS,frac_sat_soil_dsl_init,0.536171967,Top10
LHC0278,OSBS,frac_sat_soil_dsl_init,0.600128033,Top10
LHC0331,OSBS,frac_sat_soil_dsl_init,0.739902546,Top10
LHC0339,OSBS,frac_sat_soil_dsl_init,0.825359814,Top10
LHC0343,OSBS,frac_sat_soil_dsl_init,0.656366096,Top10
LHC0359,OSBS,frac_sat_soil_dsl_init,0.868290044,Top10
LHC0362,OSBS,frac_sat_soil_dsl_init,0.791872346,Top10
LHC0378,OSBS,frac_sat_soil_dsl_init,0.87599672,Top10
LHC0005,ORNL,frac_sat_soil_dsl_init,0.653486514,Top10
LHC0010,ORNL,frac_sat_soil_dsl_init,0.571388054,Top10
LHC0013,ORNL,frac_sat_soil_dsl_init,0.561103122,Top10
LHC0038,ORNL,frac_sat_soil_dsl_init,0.926675975,Top10
LHC0039,ORNL,frac_sat_soil_dsl_init,0.507127651,Top10
LHC0050,ORNL,frac_sat_soil_dsl_init,0.514153045,Top10
LHC0051,ORNL,frac_sat_soil_dsl_init,0.782357875,Top10
LHC0067,ORNL,frac_sat_soil_dsl_init,0.635402546,Top10
LHC0076,ORNL,frac_sat_soil_dsl_init,0.955841261,Top10
LHC0101,ORNL,frac_sat_soil_dsl_init,0.776013061,Top10
LHC0102,ORNL,frac_sat_soil_dsl_init,0.563955243,Top10
LHC0126,ORNL,frac_sat_soil_dsl_init,0.943813677,Top10
LHC0157,ORNL,frac_sat_soil_dsl_init,0.563079719,Top10
LHC0168,ORNL,frac_sat_soil_dsl_init,0.746588892,Top10
LHC0170,ORNL,frac_sat_soil_dsl_init,0.785564169,Top10
LHC0190,ORNL,frac_sat_soil_dsl_init,0.873067929,Top10
LHC0206,ORNL,frac_sat_soil_dsl_init,0.618335709,Top10
LHC0209,ORNL,frac_sat_soil_dsl_init,0.6777778,Top10
LHC0212,ORNL,frac_sat_soil_dsl_init,0.805515248,Top10
LHC0225,ORNL,frac_sat_soil_dsl_init,0.796066345,Top10
LHC0232,ORNL,frac_sat_soil_dsl_init,0.608273665,Top10
LHC0240,ORNL,frac_sat_soil_dsl_init,0.590057299,Top10
LHC0264,ORNL,frac_sat_soil_dsl_init,0.713628067,Top10
LHC0274,ORNL,frac_sat_soil_dsl_init,0.803245511,Top10
LHC0283,ORNL,frac_sat_soil_dsl_init,0.56849935,Top10
LHC0287,ORNL,frac_sat_soil_dsl_init,0.599900731,Top10
LHC0303,ORNL,frac_sat_soil_dsl_init,0.828799842,Top10
LHC0310,ORNL,frac_sat_soil_dsl_init,0.586973044,Top10
LHC0326,ORNL,frac_sat_soil_dsl_init,0.528089926,Top10
LHC0336,ORNL,frac_sat_soil_dsl_init,0.595231799,Top10
LHC0338,ORNL,frac_sat_soil_dsl_init,0.758417608,Top10
LHC0344,ORNL,frac_sat_soil_dsl_init,0.737140557,Top10
LHC0361,ORNL,frac_sat_soil_dsl_init,0.566443665,Top10
LHC0390,ORNL,frac_sat_soil_dsl_init,0.610616357,Top10
LHC0396,ORNL,frac_sat_soil_dsl_init,0.917323194,Top10
LHC0005,TALL,act25,78.80205719,Top10
LHC0036,TALL,act25,99.30166213,Top10
LHC0041,TALL,act25,102.7765392,Top10
LHC0050,TALL,act25,61.10664926,Top10
LHC0057,TALL,act25,46.2445872,Top10
LHC0062,TALL,act25,66.60410701,Top10
LHC0078,TALL,act25,41.50297887,Top10
LHC0088,TALL,act25,73.67909592,Top10
LHC0115,TALL,act25,77.98708494,Top10
LHC0122,TALL,act25,99.8467647,Top10
LHC0126,TALL,act25,103.5633431,Top10
LHC0138,TALL,act25,92.65328516,Top10
LHC0147,TALL,act25,111.9409874,Top10
LHC0148,TALL,act25,69.99779486,Top10
LHC0154,TALL,act25,54.49982349,Top10
LHC0158,TALL,act25,47.12115811,Top10
LHC0164,TALL,act25,40.70312416,Top10
LHC0178,TALL,act25,75.11662705,Top10
LHC0190,TALL,act25,62.8648622,Top10
LHC0193,TALL,act25,71.69498726,Top10
LHC0194,TALL,act25,58.83234821,Top10
LHC0214,TALL,act25,73.3786799,Top10
LHC0221,TALL,act25,98.83032764,Top10
LHC0224,TALL,act25,110.094714,Top10
LHC0232,TALL,act25,50.01676741,Top10
LHC0240,TALL,act25,95.17058795,Top10
LHC0246,TALL,act25,46.06715605,Top10
LHC0248,TALL,act25,113.7014808,Top10
LHC0253,TALL,act25,98.54812362,Top10
LHC0278,TALL,act25,82.69179607,Top10
LHC0323,TALL,act25,85.40350747,Top10
LHC0331,TALL,act25,87.20304285,Top10
LHC0337,TALL,act25,68.24905091,Top10
LHC0339,TALL,act25,108.8153613,Top10
LHC0359,TALL,act25,78.7566397,Top10
LHC0362,TALL,act25,58.73503939,Top10
LHC0365,TALL,act25,72.44746777,Top10
LHC0005,OSBS,act25,78.80205719,Top10
LHC0030,OSBS,act25,69.0607469,Top10
LHC0036,OSBS,act25,99.30166213,Top10
LHC0039,OSBS,act25,95.35981012,Top10
LHC0053,OSBS,act25,112.1332318,Top10
LHC0057,OSBS,act25,46.2445872,Top10
LHC0078,OSBS,act25,41.50297887,Top10
LHC0088,OSBS,act25,73.67909592,Top10
LHC0094,OSBS,act25,48.93271461,Top10
LHC0115,OSBS,act25,77.98708494,Top10
LHC0119,OSBS,act25,119.4469522,Top10
LHC0126,OSBS,act25,103.5633431,Top10
LHC0138,OSBS,act25,92.65328516,Top10
LHC0140,OSBS,act25,66.13130165,Top10
LHC0147,OSBS,act25,111.9409874,Top10
LHC0148,OSBS,act25,69.99779486,Top10
LHC0154,OSBS,act25,54.49982349,Top10
LHC0164,OSBS,act25,40.70312416,Top10
LHC0177,OSBS,act25,106.5115345,Top10
LHC0181,OSBS,act25,116.2333579,Top10
LHC0190,OSBS,act25,62.8648622,Top10
LHC0193,OSBS,act25,71.69498726,Top10
LHC0194,OSBS,act25,58.83234821,Top10
LHC0214,OSBS,act25,73.3786799,Top10
LHC0224,OSBS,act25,110.094714,Top10
LHC0232,OSBS,act25,50.01676741,Top10
LHC0236,OSBS,act25,95.52771858,Top10
LHC0245,OSBS,act25,84.50748279,Top10
LHC0246,OSBS,act25,46.06715605,Top10
LHC0248,OSBS,act25,113.7014808,Top10
LHC0278,OSBS,act25,82.69179607,Top10
LHC0331,OSBS,act25,87.20304285,Top10
LHC0339,OSBS,act25,108.8153613,Top10
LHC0343,OSBS,act25,53.13495954,Top10
LHC0359,OSBS,act25,78.7566397,Top10
LHC0362,OSBS,act25,58.73503939,Top10
LHC0378,OSBS,act25,98.70007702,Top10
LHC0005,ORNL,act25,78.80205719,Top10
LHC0010,ORNL,act25,115.0630601,Top10
LHC0013,ORNL,act25,87.06195491,Top10
LHC0038,ORNL,act25,62.18067962,Top10
LHC0039,ORNL,act25,95.35981012,Top10
LHC0050,ORNL,act25,61.10664926,Top10
LHC0051,ORNL,act25,81.76140003,Top10
LHC0067,ORNL,act25,44.54692071,Top10
LHC0076,ORNL,act25,105.1548712,Top10
LHC0101,ORNL,act25,68.87391883,Top10
LHC0102,ORNL,act25,94.85772339,Top10
LHC0126,ORNL,act25,103.5633431,Top10
LHC0157,ORNL,act25,62.43060277,Top10
LHC0168,ORNL,act25,61.91454971,Top10
LHC0170,ORNL,act25,70.01146445,Top10
LHC0190,ORNL,act25,62.8648622,Top10
LHC0206,ORNL,act25,69.78086037,Top10
LHC0209,ORNL,act25,103.1694473,Top10
LHC0212,ORNL,act25,61.36129173,Top10
LHC0225,ORNL,act25,46.9145059,Top10
LHC0232,ORNL,act25,50.01676741,Top10
LHC0240,ORNL,act25,95.17058795,Top10
LHC0264,ORNL,act25,45.20155108,Top10
LHC0274,ORNL,act25,40.3925773,Top10
LHC0283,ORNL,act25,45.07515075,Top10
LHC0287,ORNL,act25,110.5882939,Top10
LHC0303,ORNL,act25,85.94335986,Top10
LHC0310,ORNL,act25,102.3637056,Top10
LHC0326,ORNL,act25,64.26170008,Top10
LHC0336,ORNL,act25,91.52140175,Top10
LHC0338,ORNL,act25,109.4708166,Top10
LHC0344,ORNL,act25,97.71398449,Top10
LHC0361,ORNL,act25,41.71123759,Top10
LHC0390,ORNL,act25,51.60442448,Top10
LHC0396,ORNL,act25,118.3801137,Top10
LHC0005,TALL,n_baseflow,1.735449166,Top10
LHC0036,TALL,n_baseflow,1.064903281,Top10
LHC0041,TALL,n_baseflow,1.933808611,Top10
LHC0050,TALL,n_baseflow,1.398816345,Top10
LHC0057,TALL,n_baseflow,1.813749467,Top10
LHC0062,TALL,n_baseflow,1.842041551,Top10
LHC0078,TALL,n_baseflow,1.22708086,Top10
LHC0088,TALL,n_baseflow,1.193016528,Top10
LHC0115,TALL,n_baseflow,1.121135499,Top10
LHC0122,TALL,n_baseflow,1.895101454,Top10
LHC0126,TALL,n_baseflow,1.967754295,Top10
LHC0138,TALL,n_baseflow,1.679774857,Top10
LHC0147,TALL,n_baseflow,1.758517032,Top10
LHC0148,TALL,n_baseflow,1.555525003,Top10
LHC0154,TALL,n_baseflow,1.002492442,Top10
LHC0158,TALL,n_baseflow,1.910320457,Top10
LHC0164,TALL,n_baseflow,1.874968341,Top10
LHC0178,TALL,n_baseflow,1.415653688,Top10
LHC0190,TALL,n_baseflow,1.519374132,Top10
LHC0193,TALL,n_baseflow,1.867643939,Top10
LHC0194,TALL,n_baseflow,1.505656083,Top10
LHC0214,TALL,n_baseflow,1.88791174,Top10
LHC0221,TALL,n_baseflow,1.616640532,Top10
LHC0224,TALL,n_baseflow,1.086143252,Top10
LHC0232,TALL,n_baseflow,1.071508723,Top10
LHC0240,TALL,n_baseflow,1.213964532,Top10
LHC0246,TALL,n_baseflow,1.797686996,Top10
LHC0248,TALL,n_baseflow,1.88231277,Top10
LHC0253,TALL,n_baseflow,1.32279219,Top10
LHC0278,TALL,n_baseflow,1.160984685,Top10
LHC0323,TALL,n_baseflow,1.230720674,Top10
LHC0331,TALL,n_baseflow,1.30330513,Top10
LHC0337,TALL,n_baseflow,1.35234384,Top10
LHC0339,TALL,n_baseflow,1.375347439,Top10
LHC0359,TALL,n_baseflow,1.949527947,Top10
LHC0362,TALL,n_baseflow,1.265146332,Top10
LHC0365,TALL,n_baseflow,1.970871033,Top10
LHC0005,OSBS,n_baseflow,1.735449166,Top10
LHC0030,OSBS,n_baseflow,1.982472469,Top10
LHC0036,OSBS,n_baseflow,1.064903281,Top10
LHC0039,OSBS,n_baseflow,1.568958207,Top10
LHC0053,OSBS,n_baseflow,1.396318492,Top10
LHC0057,OSBS,n_baseflow,1.813749467,Top10
LHC0078,OSBS,n_baseflow,1.22708086,Top10
LHC0088,OSBS,n_baseflow,1.193016528,Top10
LHC0094,OSBS,n_baseflow,1.027800575,Top10
LHC0115,OSBS,n_baseflow,1.121135499,Top10
LHC0119,OSBS,n_baseflow,1.26241702,Top10
LHC0126,OSBS,n_baseflow,1.967754295,Top10
LHC0138,OSBS,n_baseflow,1.679774857,Top10
LHC0140,OSBS,n_baseflow,1.211665081,Top10
LHC0147,OSBS,n_baseflow,1.758517032,Top10
LHC0148,OSBS,n_baseflow,1.555525003,Top10
LHC0154,OSBS,n_baseflow,1.002492442,Top10
LHC0164,OSBS,n_baseflow,1.874968341,Top10
LHC0177,OSBS,n_baseflow,1.599991782,Top10
LHC0181,OSBS,n_baseflow,1.205814138,Top10
LHC0190,OSBS,n_baseflow,1.519374132,Top10
LHC0193,OSBS,n_baseflow,1.867643939,Top10
LHC0194,OSBS,n_baseflow,1.505656083,Top10
LHC0214,OSBS,n_baseflow,1.88791174,Top10
LHC0224,OSBS,n_baseflow,1.086143252,Top10
