Ensemble,Site,param,value,Category
LHC0365,TALL,sucsat_sf,7.407424285,Top10
LHC0005,OSBS,sucsat_sf,5.908697652,Top10
LHC0030,OSBS,sucsat_sf,2.918160674,Top10
LHC0036,OSBS,sucsat_sf,2.107767676,Top10
LHC0039,OSBS,sucsat_sf,8.86163949,Top10
LHC0053,OSBS,sucsat_sf,3.461092793,Top10
LHC0057,OSBS,sucsat_sf,2.193363028,Top10
LHC0078,OSBS,sucsat_sf,5.934081431,Top10
LHC0088,OSBS,sucsat_sf,3.326579736,Top10
LHC0094,OSBS,sucsat_sf,0.349267801,Top10
LHC0115,OSBS,sucsat_sf,1.721453719,Top10
LHC0119,OSBS,sucsat_sf,1.40986231,Top10
LHC0126,OSBS,sucsat_sf,1.864711118,Top10
LHC0138,OSBS,sucsat_sf,3.938360174,Top10
LHC0140,OSBS,sucsat_sf,0.054311687,Top10
LHC0147,OSBS,sucsat_sf,3.178927791,Top10
LHC0148,OSBS,sucsat_sf,7.977258549,Top10
LHC0154,OSBS,sucsat_sf,6.65657086,Top10
LHC0164,OSBS,sucsat_sf,8.773045371,Top10
LHC0177,OSBS,sucsat_sf,0.581506341,Top10
LHC0181,OSBS,sucsat_sf,3.03195308,Top10
LHC0190,OSBS,sucsat_sf,6.024663414,Top10
LHC0193,OSBS,sucsat_sf,1.438147279,Top10
LHC0194,OSBS,sucsat_sf,3.714795308,Top10
LHC0214,OSBS,sucsat_sf,4.315822997,Top10
LHC0224,OSBS,sucsat_sf,9.549993751,Top10
LHC0232,OSBS,sucsat_sf,8.928858633,Top10
LHC0236,OSBS,sucsat_sf,4.202081611,Top10
LHC0245,OSBS,sucsat_sf,0.16504563,Top10
LHC0246,OSBS,sucsat_sf,6.867699337,Top10
LHC0248,OSBS,sucsat_sf,6.679282246,Top10
LHC0278,OSBS,sucsat_sf,8.051048979,Top10
LHC0331,OSBS,sucsat_sf,7.968454049,Top10
LHC0339,OSBS,sucsat_sf,7.891955227,Top10
LHC0343,OSBS,sucsat_sf,0.097224611,Top10
LHC0359,OSBS,sucsat_sf,9.587824465,Top10
LHC0362,OSBS,sucsat_sf,5.49784767,Top10
LHC0378,OSBS,sucsat_sf,0.949032035,Top10
LHC0005,ORNL,sucsat_sf,5.908697652,Top10
LHC0010,ORNL,sucsat_sf,7.327998882,Top10
LHC0013,ORNL,sucsat_sf,2.653346206,Top10
LHC0038,ORNL,sucsat_sf,4.33199479,Top10
LHC0039,ORNL,sucsat_sf,8.86163949,Top10
LHC0050,ORNL,sucsat_sf,0.92974792,Top10
LHC0051,ORNL,sucsat_sf,0.905389822,Top10
LHC0067,ORNL,sucsat_sf,7.158055799,Top10
LHC0076,ORNL,sucsat_sf,9.923169619,Top10
LHC0101,ORNL,sucsat_sf,4.891659965,Top10
LHC0102,ORNL,sucsat_sf,8.064160421,Top10
LHC0126,ORNL,sucsat_sf,1.864711118,Top10
LHC0157,ORNL,sucsat_sf,5.29833166,Top10
LHC0168,ORNL,sucsat_sf,7.46001355,Top10
LHC0170,ORNL,sucsat_sf,0.974262003,Top10
LHC0190,ORNL,sucsat_sf,6.024663414,Top10
LHC0206,ORNL,sucsat_sf,4.397071276,Top10
LHC0209,ORNL,sucsat_sf,8.308923722,Top10
LHC0212,ORNL,sucsat_sf,2.812346672,Top10
LHC0225,ORNL,sucsat_sf,2.578159392,Top10
LHC0232,ORNL,sucsat_sf,8.928858633,Top10
LHC0240,ORNL,sucsat_sf,9.563595395,Top10
LHC0264,ORNL,sucsat_sf,4.610423229,Top10
LHC0274,ORNL,sucsat_sf,2.134882337,Top10
LHC0283,ORNL,sucsat_sf,1.75722185,Top10
LHC0287,ORNL,sucsat_sf,8.171345933,Top10
LHC0303,ORNL,sucsat_sf,6.063042623,Top10
LHC0310,ORNL,sucsat_sf,5.869189119,Top10
LHC0326,ORNL,sucsat_sf,5.246529824,Top10
LHC0336,ORNL,sucsat_sf,6.316181393,Top10
LHC0338,ORNL,sucsat_sf,7.834188055,Top10
LHC0344,ORNL,sucsat_sf,3.288947984,Top10
LHC0361,ORNL,sucsat_sf,1.205348459,Top10
LHC0390,ORNL,sucsat_sf,6.139268297,Top10
LHC0396,ORNL,sucsat_sf,5.545559483,Top10
LHC0005,TALL,watsat_sf,1.133845753,Top10
LHC0036,TALL,watsat_sf,0.909661197,Top10
LHC0041,TALL,watsat_sf,0.902346028,Top10
LHC0050,TALL,watsat_sf,1.195828877,Top10
LHC0057,TALL,watsat_sf,1.025407933,Top10
LHC0062,TALL,watsat_sf,0.851100001,Top10
LHC0078,TALL,watsat_sf,0.964134006,Top10
LHC0088,TALL,watsat_sf,1.112714806,Top10
LHC0115,TALL,watsat_sf,1.041808359,Top10
LHC0122,TALL,watsat_sf,1.192929533,Top10
LHC0126,TALL,watsat_sf,1.19883064,Top10
LHC0138,TALL,watsat_sf,1.173297634,Top10
LHC0147,TALL,watsat_sf,0.954917724,Top10
LHC0148,TALL,watsat_sf,0.878055909,Top10
LHC0154,TALL,watsat_sf,0.802010526,Top10
LHC0158,TALL,watsat_sf,0.97554819,Top10
LHC0164,TALL,watsat_sf,0.997490594,Top10
LHC0178,TALL,watsat_sf,1.017826865,Top10
LHC0190,TALL,watsat_sf,0.969405721,Top10
LHC0193,TALL,watsat_sf,0.818557599,Top10
LHC0194,TALL,watsat_sf,0.852383714,Top10
LHC0214,TALL,watsat_sf,0.857258771,Top10
LHC0221,TALL,watsat_sf,1.088703636,Top10
LHC0224,TALL,watsat_sf,1.146048034,Top10
LHC0232,TALL,watsat_sf,1.002786004,Top10
LHC0240,TALL,watsat_sf,1.175833614,Top10
LHC0246,TALL,watsat_sf,0.880846377,Top10
LHC0248,TALL,watsat_sf,0.806215095,Top10
LHC0253,TALL,watsat_sf,1.00844438,Top10
LHC0278,TALL,watsat_sf,0.988786162,Top10
LHC0323,TALL,watsat_sf,1.080970857,Top10
LHC0331,TALL,watsat_sf,0.996325904,Top10
LHC0337,TALL,watsat_sf,1.056226415,Top10
LHC0339,TALL,watsat_sf,0.992457677,Top10
LHC0359,TALL,watsat_sf,0.993871054,Top10
LHC0362,TALL,watsat_sf,1.019739893,Top10
LHC0365,TALL,watsat_sf,1.101364686,Top10
LHC0005,OSBS,watsat_sf,1.133845753,Top10
LHC0030,OSBS,watsat_sf,1.068177367,Top10
LHC0036,OSBS,watsat_sf,0.909661197,Top10
LHC0039,OSBS,watsat_sf,0.972078217,Top10
LHC0053,OSBS,watsat_sf,1.003264486,Top10
LHC0057,OSBS,watsat_sf,1.025407933,Top10
LHC0078,OSBS,watsat_sf,0.964134006,Top10
LHC0088,OSBS,watsat_sf,1.112714806,Top10
LHC0094,OSBS,watsat_sf,1.097188761,Top10
LHC0115,OSBS,watsat_sf,1.041808359,Top10
LHC0119,OSBS,watsat_sf,0.858397366,Top10
LHC0126,OSBS,watsat_sf,1.19883064,Top10
LHC0138,OSBS,watsat_sf,1.173297634,Top10
LHC0140,OSBS,watsat_sf,1.074526255,Top10
LHC0147,OSBS,watsat_sf,0.954917724,Top10
LHC0148,OSBS,watsat_sf,0.878055909,Top10
LHC0154,OSBS,watsat_sf,0.802010526,Top10
LHC0164,OSBS,watsat_sf,0.997490594,Top10
LHC0177,OSBS,watsat_sf,0.828044146,Top10
LHC0181,OSBS,watsat_sf,0.82210676,Top10
LHC0190,OSBS,watsat_sf,0.969405721,Top10
LHC0193,OSBS,watsat_sf,0.818557599,Top10
LHC0194,OSBS,watsat_sf,0.852383714,Top10
LHC0214,OSBS,watsat_sf,0.857258771,Top10
LHC0224,OSBS,watsat_sf,1.146048034,Top10
LHC0232,OSBS,watsat_sf,1.002786004,Top10
LHC0236,OSBS,watsat_sf,1.16603027,Top10
LHC0245,OSBS,watsat_sf,0.862380374,Top10
LHC0246,OSBS,watsat_sf,0.880846377,Top10
LHC0248,OSBS,watsat_sf,0.806215095,Top10
LHC0278,OSBS,watsat_sf,0.988786162,Top10
LHC0331,OSBS,watsat_sf,0.996325904,Top10
LHC0339,OSBS,watsat_sf,0.992457677,Top10
LHC0343,OSBS,watsat_sf,1.024550182,Top10
LHC0359,OSBS,watsat_sf,0.993871054,Top10
LHC0362,OSBS,watsat_sf,1.019739893,Top10
LHC0378,OSBS,watsat_sf,0.846603338,Top10
LHC0005,ORNL,watsat_sf,1.133845753,Top10
LHC0010,ORNL,watsat_sf,1.07157802,Top10
LHC0013,ORNL,watsat_sf,0.906130994,Top10
LHC0038,ORNL,watsat_sf,1.105391116,Top10
LHC0039,ORNL,watsat_sf,0.972078217,Top10
LHC0050,ORNL,watsat_sf,1.195828877,Top10
LHC0051,ORNL,watsat_sf,1.070049003,Top10
LHC0067,ORNL,watsat_sf,1.016092277,Top10
LHC0076,ORNL,watsat_sf,0.829653908,Top10
LHC0101,ORNL,watsat_sf,1.191273009,Top10
LHC0102,ORNL,watsat_sf,0.884071557,Top10
LHC0126,ORNL,watsat_sf,1.19883064,Top10
LHC0157,ORNL,watsat_sf,1.109132532,Top10
LHC0168,ORNL,watsat_sf,1.090003537,Top10
LHC0170,ORNL,watsat_sf,1.160638049,Top10
LHC0190,ORNL,watsat_sf,0.969405721,Top10
LHC0206,ORNL,watsat_sf,1.052796826,Top10
LHC0209,ORNL,watsat_sf,1.174856841,Top10
LHC0212,ORNL,watsat_sf,1.060079314,Top10
LHC0225,ORNL,watsat_sf,1.123133026,Top10
LHC0232,ORNL,watsat_sf,1.002786004,Top10
LHC0240,ORNL,watsat_sf,1.175833614,Top10
LHC0264,ORNL,watsat_sf,1.18553134,Top10
LHC0274,ORNL,watsat_sf,1.030289253,Top10
LHC0283,ORNL,watsat_sf,1.131764805,Top10
LHC0287,ORNL,watsat_sf,1.107934805,Top10
LHC0303,ORNL,watsat_sf,1.128553354,Top10
LHC0310,ORNL,watsat_sf,1.026015994,Top10
LHC0326,ORNL,watsat_sf,1.028320972,Top10
LHC0336,ORNL,watsat_sf,1.187772608,Top10
LHC0338,ORNL,watsat_sf,0.928533669,Top10
LHC0344,ORNL,watsat_sf,1.10314473,Top10
LHC0361,ORNL,watsat_sf,0.892288833,Top10
LHC0390,ORNL,watsat_sf,1.163772541,Top10
LHC0396,ORNL,watsat_sf,1.029991438,Top10
LHC0005,TALL,zbedrock_sf,0.806449704,Top10
LHC0036,TALL,zbedrock_sf,1.033928913,Top10
LHC0041,TALL,zbedrock_sf,1.006801348,Top10
LHC0050,TALL,zbedrock_sf,1.181264364,Top10
LHC0057,TALL,zbedrock_sf,0.951514427,Top10
LHC0062,TALL,zbedrock_sf,1.0844351,Top10
LHC0078,TALL,zbedrock_sf,0.818091891,Top10
LHC0088,TALL,zbedrock_sf,1.195024641,Top10
LHC0115,TALL,zbedrock_sf,1.192005373,Top10
LHC0122,TALL,zbedrock_sf,0.866345437,Top10
LHC0126,TALL,zbedrock_sf,0.956128984,Top10
LHC0138,TALL,zbedrock_sf,1.135695913,Top10
LHC0147,TALL,zbedrock_sf,0.918535902,Top10
LHC0148,TALL,zbedrock_sf,1.170550148,Top10
LHC0154,TALL,zbedrock_sf,1.173184082,Top10
LHC0158,TALL,zbedrock_sf,0.962270787,Top10
LHC0164,TALL,zbedrock_sf,1.097226797,Top10
LHC0178,TALL,zbedrock_sf,0.968972335,Top10
LHC0190,TALL,zbedrock_sf,0.925831476,Top10
LHC0193,TALL,zbedrock_sf,1.08575209,Top10
LHC0194,TALL,zbedrock_sf,0.812464557,Top10
LHC0214,TALL,zbedrock_sf,1.038433627,Top10
LHC0221,TALL,zbedrock_sf,1.171907142,Top10
LHC0224,TALL,zbedrock_sf,0.948170126,Top10
LHC0232,TALL,zbedrock_sf,0.935447917,Top10
LHC0240,TALL,zbedrock_sf,0.86059327,Top10
LHC0246,TALL,zbedrock_sf,1.179497333,Top10
LHC0248,TALL,zbedrock_sf,1.127984955,Top10
LHC0253,TALL,zbedrock_sf,0.856331542,Top10
LHC0278,TALL,zbedrock_sf,1.004663679,Top10
LHC0323,TALL,zbedrock_sf,0.86482819,Top10
LHC0331,TALL,zbedrock_sf,0.929184168,Top10
LHC0337,TALL,zbedrock_sf,1.026769571,Top10
LHC0339,TALL,zbedrock_sf,0.899324434,Top10
LHC0359,TALL,zbedrock_sf,0.970702334,Top10
LHC0362,TALL,zbedrock_sf,0.881891814,Top10
LHC0365,TALL,zbedrock_sf,1.185427614,Top10
LHC0005,OSBS,zbedrock_sf,0.806449704,Top10
LHC0030,OSBS,zbedrock_sf,0.850691574,Top10
LHC0036,OSBS,zbedrock_sf,1.033928913,Top10
LHC0039,OSBS,zbedrock_sf,1.101101021,Top10
LHC0053,OSBS,zbedrock_sf,1.188412504,Top10
LHC0057,OSBS,zbedrock_sf,0.951514427,Top10
LHC0078,OSBS,zbedrock_sf,0.818091891,Top10
LHC0088,OSBS,zbedrock_sf,1.195024641,Top10
LHC0094,OSBS,zbedrock_sf,0.822313312,Top10
LHC0115,OSBS,zbedrock_sf,1.192005373,Top10
LHC0119,OSBS,zbedrock_sf,1.148516678,Top10
LHC0126,OSBS,zbedrock_sf,0.956128984,Top10
LHC0138,OSBS,zbedrock_sf,1.135695913,Top10
LHC0140,OSBS,zbedrock_sf,0.854495714,Top10
LHC0147,OSBS,zbedrock_sf,0.918535902,Top10
LHC0148,OSBS,zbedrock_sf,1.170550148,Top10
LHC0154,OSBS,zbedrock_sf,1.173184082,Top10
LHC0164,OSBS,zbedrock_sf,1.097226797,Top10
LHC0177,OSBS,zbedrock_sf,0.835261367,Top10
LHC0181,OSBS,zbedrock_sf,0.927189863,Top10
LHC0190,OSBS,zbedrock_sf,0.925831476,Top10
LHC0193,OSBS,zbedrock_sf,1.08575209,Top10
LHC0194,OSBS,zbedrock_sf,0.812464557,Top10
LHC0214,OSBS,zbedrock_sf,1.038433627,Top10
LHC0224,OSBS,zbedrock_sf,0.948170126,Top10
LHC0232,OSBS,zbedrock_sf,0.935447917,Top10
LHC0236,OSBS,zbedrock_sf,1.042616471,Top10
LHC0245,OSBS,zbedrock_sf,1.152997654,Top10
LHC0246,OSBS,zbedrock_sf,1.179497333,Top10
LHC0248,OSBS,zbedrock_sf,1.127984955,Top10
LHC0278,OSBS,zbedrock_sf,1.004663679,Top10
LHC0331,OSBS,zbedrock_sf,0.929184168,Top10
LHC0339,OSBS,zbedrock_sf,0.899324434,Top10
LHC0343,OSBS,zbedrock_sf,0.99596613,Top10
LHC0359,OSBS,zbedrock_sf,0.970702334,Top10
LHC0362,OSBS,zbedrock_sf,0.881891814,Top10
LHC0378,OSBS,zbedrock_sf,1.12171867,Top10
LHC0005,ORNL,zbedrock_sf,0.806449704,Top10
LHC0010,ORNL,zbedrock_sf,0.823704125,Top10
LHC0013,ORNL,zbedrock_sf,0.998594071,Top10
LHC0038,ORNL,zbedrock_sf,1.016189947,Top10
LHC0039,ORNL,zbedrock_sf,1.101101021,Top10
LHC0050,ORNL,zbedrock_sf,1.181264364,Top10
LHC0051,ORNL,zbedrock_sf,0.874103445,Top10
LHC0067,ORNL,zbedrock_sf,0.882205958,Top10
LHC0076,ORNL,zbedrock_sf,1.175931493,Top10
LHC0101,ORNL,zbedrock_sf,0.863700776,Top10
LHC0102,ORNL,zbedrock_sf,1.094743577,Top10
LHC0126,ORNL,zbedrock_sf,0.956128984,Top10
LHC0157,ORNL,zbedrock_sf,0.845012789,Top10
LHC0168,ORNL,zbedrock_sf,0.930715495,Top10
LHC0170,ORNL,zbedrock_sf,0.921468872,Top10
LHC0190,ORNL,zbedrock_sf,0.925831476,Top10
LHC0206,ORNL,zbedrock_sf,0.941470583,Top10
LHC0209,ORNL,zbedrock_sf,0.932494369,Top10
LHC0212,ORNL,zbedrock_sf,0.878424744,Top10
LHC0225,ORNL,zbedrock_sf,0.905522288,Top10
LHC0232,ORNL,zbedrock_sf,0.935447917,Top10
LHC0240,ORNL,zbedrock_sf,0.86059327,Top10
LHC0264,ORNL,zbedrock_sf,0.830203745,Top10
LHC0274,ORNL,zbedrock_sf,1.03201675,Top10
LHC0283,ORNL,zbedrock_sf,1.080138967,Top10
LHC0287,ORNL,zbedrock_sf,0.827586383,Top10
LHC0303,ORNL,zbedrock_sf,1.13775778,Top10
LHC0310,ORNL,zbedrock_sf,1.100522346,Top10
LHC0326,ORNL,zbedrock_sf,0.851730541,Top10
LHC0336,ORNL,zbedrock_sf,1.071807772,Top10
LHC0338,ORNL,zbedrock_sf,1.030971607,Top10
LHC0344,ORNL,zbedrock_sf,0.858054594,Top10
LHC0361,ORNL,zbedrock_sf,1.018830824,Top10
LHC0390,ORNL,zbedrock_sf,1.043843625,Top10
LHC0396,ORNL,zbedrock_sf,0.838084365,Top10
LHC0005,TALL,wc2wjb0,1.42492039,Top10
LHC0036,TALL,wc2wjb0,0.790834976,Top10
LHC0041,TALL,wc2wjb0,0.864816871,Top10
LHC0050,TALL,wc2wjb0,0.504805721,Top10
LHC0057,TALL,wc2wjb0,0.723269992,Top10
LHC0062,TALL,wc2wjb0,0.850043456,Top10
LHC0078,TALL,wc2wjb0,0.708146236,Top10
LHC0088,TALL,wc2wjb0,1.154231286,Top10
LHC0115,TALL,wc2wjb0,0.502331049,Top10
LHC0122,TALL,wc2wjb0,0.733354835,Top10
LHC0126,TALL,wc2wjb0,1.175785516,Top10
LHC0138,TALL,wc2wjb0,1.068985894,Top10
LHC0147,TALL,wc2wjb0,0.595769864,Top10
LHC0148,TALL,wc2wjb0,0.80646534,Top10
LHC0154,TALL,wc2wjb0,1.364631199,Top10
LHC0158,TALL,wc2wjb0,0.721502488,Top10
LHC0164,TALL,wc2wjb0,0.599096151,Top10
LHC0178,TALL,wc2wjb0,0.83022542,Top10
LHC0190,TALL,wc2wjb0,1.228876014,Top10
LHC0193,TALL,wc2wjb0,0.573017219,Top10
LHC0194,TALL,wc2wjb0,0.639821598,Top10
LHC0214,TALL,wc2wjb0,1.078493804,Top10
LHC0221,TALL,wc2wjb0,0.909904509,Top10
LHC0224,TALL,wc2wjb0,0.682493526,Top10
LHC0232,TALL,wc2wjb0,1.072223958,Top10
LHC0240,TALL,wc2wjb0,0.964494147,Top10
LHC0246,TALL,wc2wjb0,0.849191805,Top10
LHC0248,TALL,wc2wjb0,0.79949907,Top10
LHC0253,TALL,wc2wjb0,0.604895712,Top10
LHC0278,TALL,wc2wjb0,1.144339744,Top10
LHC0323,TALL,wc2wjb0,0.534716774,Top10
LHC0331,TALL,wc2wjb0,1.024502014,Top10
LHC0337,TALL,wc2wjb0,1.292341622,Top10
LHC0339,TALL,wc2wjb0,1.167337504,Top10
LHC0359,TALL,wc2wjb0,1.198361589,Top10
LHC0362,TALL,wc2wjb0,0.545858917,Top10
LHC0365,TALL,wc2wjb0,1.319414804,Top10
LHC0005,OSBS,wc2wjb0,1.42492039,Top10
LHC0030,OSBS,wc2wjb0,1.473277049,Top10
LHC0036,OSBS,wc2wjb0,0.790834976,Top10
LHC0039,OSBS,wc2wjb0,1.344142326,Top10
LHC0053,OSBS,wc2wjb0,0.528749772,Top10
LHC0057,OSBS,wc2wjb0,0.723269992,Top10
LHC0078,OSBS,wc2wjb0,0.708146236,Top10
LHC0088,OSBS,wc2wjb0,1.154231286,Top10
LHC0094,OSBS,wc2wjb0,0.942631712,Top10
LHC0115,OSBS,wc2wjb0,0.502331049,Top10
LHC0119,OSBS,wc2wjb0,0.953825996,Top10
LHC0126,OSBS,wc2wjb0,1.175785516,Top10
LHC0138,OSBS,wc2wjb0,1.068985894,Top10
LHC0140,OSBS,wc2wjb0,1.377844793,Top10
LHC0147,OSBS,wc2wjb0,0.595769864,Top10
LHC0148,OSBS,wc2wjb0,0.80646534,Top10
LHC0154,OSBS,wc2wjb0,1.364631199,Top10
LHC0164,OSBS,wc2wjb0,0.599096151,Top10
LHC0177,OSBS,wc2wjb0,0.537215054,Top10
LHC0181,OSBS,wc2wjb0,1.288601278,Top10
LHC0190,OSBS,wc2wjb0,1.228876014,Top10
LHC0193,OSBS,wc2wjb0,0.573017219,Top10
LHC0194,OSBS,wc2wjb0,0.639821598,Top10
LHC0214,OSBS,wc2wjb0,1.078493804,Top10
LHC0224,OSBS,wc2wjb0,0.682493526,Top10
LHC0232,OSBS,wc2wjb0,1.072223958,Top10
LHC0236,OSBS,wc2wjb0,0.947241698,Top10
LHC0245,OSBS,wc2wjb0,0.95535539,Top10
LHC0246,OSBS,wc2wjb0,0.849191805,Top10
LHC0248,OSBS,wc2wjb0,0.79949907,Top10
LHC0278,OSBS,wc2wjb0,1.144339744,Top10
LHC0331,OSBS,wc2wjb0,1.024502014,Top10
LHC0339,OSBS,wc2wjb0,1.167337504,Top10
LHC0343,OSBS,wc2wjb0,0.640145967,Top10
LHC0359,OSBS,wc2wjb0,1.198361589,Top10
LHC0362,OSBS,wc2wjb0,0.545858917,Top10
LHC0378,OSBS,wc2wjb0,1.401266094,Top10
LHC0005,ORNL,wc2wjb0,1.42492039,Top10
LHC0010,ORNL,wc2wjb0,1.130138107,Top10
LHC0013,ORNL,wc2wjb0,0.629361871,Top10
LHC0038,ORNL,wc2wjb0,0.951223418,Top10
LHC0039,ORNL,wc2wjb0,1.344142326,Top10
LHC0050,ORNL,wc2wjb0,0.504805721,Top10
LHC0051,ORNL,wc2wjb0,0.999510173,Top10
LHC0067,ORNL,wc2wjb0,0.554913381,Top10
LHC0076,ORNL,wc2wjb0,1.388228495,Top10
LHC0101,ORNL,wc2wjb0,1.001541482,Top10
LHC0102,ORNL,wc2wjb0,0.820824978,Top10
LHC0126,ORNL,wc2wjb0,1.175785516,Top10
LHC0157,ORNL,wc2wjb0,1.007228959,Top10
LHC0168,ORNL,wc2wjb0,0.646968841,Top10
LHC0170,ORNL,wc2wjb0,0.758819309,Top10
LHC0190,ORNL,wc2wjb0,1.228876014,Top10
LHC0206,ORNL,wc2wjb0,0.871383414,Top10
LHC0209,ORNL,wc2wjb0,0.828723391,Top10
LHC0212,ORNL,wc2wjb0,0.967146427,Top10
LHC0225,ORNL,wc2wjb0,1.219911714,Top10
LHC0232,ORNL,wc2wjb0,1.072223958,Top10
LHC0240,ORNL,wc2wjb0,0.964494147,Top10
LHC0264,ORNL,wc2wjb0,0.51082534,Top10
LHC0274,ORNL,wc2wjb0,0.516936204,Top10
LHC0283,ORNL,wc2wjb0,0.979358316,Top10
LHC0287,ORNL,wc2wjb0,0.520939345,Top10
LHC0303,ORNL,wc2wjb0,1.0472309,Top10
LHC0310,ORNL,wc2wjb0,0.678090706,Top10
LHC0326,ORNL,wc2wjb0,1.340647436,Top10
LHC0336,ORNL,wc2wjb0,1.011505743,Top10
LHC0338,ORNL,wc2wjb0,0.866653339,Top10
LHC0344,ORNL,wc2wjb0,0.99101041,Top10
LHC0361,ORNL,wc2wjb0,1.490266773,Top10
LHC0390,ORNL,wc2wjb0,1.481940941,Top10
LHC0396,ORNL,wc2wjb0,1.058516421,Top10
LHC0005,TALL,jmaxb0,0.01878497,Top10
LHC0036,TALL,jmaxb0,0.012651143,Top10
LHC0041,TALL,jmaxb0,0.016504358,Top10
LHC0050,TALL,jmaxb0,0.018588706,Top10
LHC0057,TALL,jmaxb0,0.014185234,Top10
LHC0062,TALL,jmaxb0,0.016969692,Top10
LHC0078,TALL,jmaxb0,0.016338448,Top10
LHC0088,TALL,jmaxb0,0.012838568,Top10
LHC0115,TALL,jmaxb0,0.016705894,Top10
LHC0122,TALL,jmaxb0,0.011219083,Top10
LHC0126,TALL,jmaxb0,0.015815836,Top10
LHC0138,TALL,jmaxb0,0.01324428,Top10
LHC0147,TALL,jmaxb0,0.016937581,Top10
LHC0148,TALL,jmaxb0,0.015700001,Top10
LHC0154,TALL,jmaxb0,0.014138465,Top10
LHC0158,TALL,jmaxb0,0.010624736,Top10
LHC0164,TALL,jmaxb0,0.010539925,Top10
LHC0178,TALL,jmaxb0,0.018552411,Top10
LHC0190,TALL,jmaxb0,0.020534487,Top10
LHC0193,TALL,jmaxb0,0.019702996,Top10
LHC0194,TALL,jmaxb0,0.015793211,Top10
LHC0214,TALL,jmaxb0,0.01071644,Top10
LHC0221,TALL,jmaxb0,0.015633386,Top10
LHC0224,TALL,jmaxb0,0.010661009,Top10
LHC0232,TALL,jmaxb0,0.01439215,Top10
LHC0240,TALL,jmaxb0,0.015311398,Top10
LHC0246,TALL,jmaxb0,0.012861271,Top10
LHC0248,TALL,jmaxb0,0.012525691,Top10
LHC0253,TALL,jmaxb0,0.018607965,Top10
LHC0278,TALL,jmaxb0,0.017600851,Top10
LHC0323,TALL,jmaxb0,0.016539773,Top10
LHC0331,TALL,jmaxb0,0.017866506,Top10
LHC0337,TALL,jmaxb0,0.013694215,Top10
LHC0339,TALL,jmaxb0,0.01629505,Top10
LHC0359,TALL,jmaxb0,0.012576149,Top10
LHC0362,TALL,jmaxb0,0.011986338,Top10
LHC0365,TALL,jmaxb0,0.011756355,Top10
LHC0005,OSBS,jmaxb0,0.01878497,Top10
LHC0030,OSBS,jmaxb0,0.013462724,Top10
LHC0036,OSBS,jmaxb0,0.012651143,Top10
LHC0039,OSBS,jmaxb0,0.017157053,Top10
LHC0053,OSBS,jmaxb0,0.019635693,Top10
LHC0057,OSBS,jmaxb0,0.014185234,Top10
LHC0078,OSBS,jmaxb0,0.016338448,Top10
LHC0088,OSBS,jmaxb0,0.012838568,Top10
LHC0094,OSBS,jmaxb0,0.014749077,Top10
LHC0115,OSBS,jmaxb0,0.016705894,Top10
LHC0119,OSBS,jmaxb0,0.014296337,Top10
LHC0126,OSBS,jmaxb0,0.015815836,Top10
LHC0138,OSBS,jmaxb0,0.01324428,Top10
LHC0140,OSBS,jmaxb0,0.012218933,Top10
LHC0147,OSBS,jmaxb0,0.016937581,Top10
LHC0148,OSBS,jmaxb0,0.015700001,Top10
LHC0154,OSBS,jmaxb0,0.014138465,Top10
LHC0164,OSBS,jmaxb0,0.010539925,Top10
LHC0177,OSBS,jmaxb0,0.011423403,Top10
LHC0181,OSBS,jmaxb0,0.020287594,Top10
LHC0190,OSBS,jmaxb0,0.020534487,Top10
LHC0193,OSBS,jmaxb0,0.019702996,Top10
LHC0194,OSBS,jmaxb0,0.015793211,Top10
LHC0214,OSBS,jmaxb0,0.01071644,Top10
LHC0224,OSBS,jmaxb0,0.010661009,Top10
LHC0232,OSBS,jmaxb0,0.01439215,Top10
LHC0236,OSBS,jmaxb0,0.018986559,Top10
LHC0245,OSBS,jmaxb0,0.011311893,Top10
LHC0246,OSBS,jmaxb0,0.012861271,Top10
LHC0248,OSBS,jmaxb0,0.012525691,Top10
LHC0278,OSBS,jmaxb0,0.017600851,Top10
LHC0331,OSBS,jmaxb0,0.017866506,Top10
LHC0339,OSBS,jmaxb0,0.01629505,Top10
LHC0343,OSBS,jmaxb0,0.018199047,Top10
LHC0359,OSBS,jmaxb0,0.012576149,Top10
LHC0362,OSBS,jmaxb0,0.011986338,Top10
LHC0378,OSBS,jmaxb0,0.019516205,Top10
LHC0005,ORNL,jmaxb0,0.01878497,Top10
LHC0010,ORNL,jmaxb0,0.014243767,Top10
LHC0013,ORNL,jmaxb0,0.015354604,Top10
LHC0038,ORNL,jmaxb0,0.018017139,Top10
LHC0039,ORNL,jmaxb0,0.017157053,Top10
LHC0050,ORNL,jmaxb0,0.018588706,Top10
LHC0051,ORNL,jmaxb0,0.017371016,Top10
LHC0067,ORNL,jmaxb0,0.01094258,Top10
LHC0076,ORNL,jmaxb0,0.010986613,Top10
LHC0101,ORNL,jmaxb0,0.011099265,Top10
LHC0102,ORNL,jmaxb0,0.011079486,Top10
LHC0126,ORNL,jmaxb0,0.015815836,Top10
LHC0157,ORNL,jmaxb0,0.011922553,Top10
LHC0168,ORNL,jmaxb0,0.011254306,Top10
LHC0170,ORNL,jmaxb0,0.014963491,Top10
LHC0190,ORNL,jmaxb0,0.020534487,Top10
