time,DEF_OSBS,DEF_TALL,DEF_ORNL,ERA5_OSBS,ERA5_TALL,ERA5_ORNL,GLEAM_OSBS,GLEAM_TALL,GLEAM_ORNL,FLUXCOM_OSBS,FLUXCOM_TALL,FLUXCOM_ORNL,ORNL_OSBS,ORNL_TALL,CAL_ORNL,CAL_OSBS,OSBS_TALL,OSBS_ORNL,TALL_OSBS,CAL_TALL,TALL_ORNL
1980-01-01,,,,,,,,,,,,,,,,,,,,,
1980-02-01,39.887558,24.028553,14.508034,42.66559726736473,27.583928181042502,17.6249372255471,31.014314527599545,23.002203924435758,18.34562015291537,,,,52.763847,28.499031,27.78737,62.076912,35.25415,22.119219,51.719757,29.79244,22.00992
1980-03-01,44.375977,25.923517,16.757929,57.3175311195031,33.76118931814853,17.01465870245381,37.398130499129316,27.61312057746344,20.773757526824838,,,,48.24177,24.655275,25.339186,59.171207,29.873945,16.108658,54.491432,29.124783,18.8891
1980-04-01,74.93596,45.346104,23.824915,80.17140108558598,58.101728022300804,41.594411285008036,58.437706823075345,46.09981504445958,39.108533729238935,,,,92.86459,49.73921,40.39923,104.542274,58.313778,25.11107,91.511765,51.256447,23.805466
1980-05-01,97.97245,76.38608,46.704903,116.34488165515776,101.81374450540632,80.72579298943134,79.02409715286652,72.62073157258013,59.907999980222975,,,,103.14349,64.59801,53.37186,120.42498,76.185165,44.44327,113.50499,74.038315,44.398735
1980-06-01,117.309494,107.86487,105.21938,119.8679933387265,119.48296959487192,111.98816910271697,89.94643726632395,88.52584800532472,92.8965684321305,,,,128.17256,100.3535,105.1998,144.63039,108.76065,86.793625,141.2622,106.512535,86.25187
1980-07-01,126.5449,127.15973,138.4595,120.11481016901976,132.52081351871433,121.26959753608814,97.93779096623314,103.67662507758413,104.76891971975772,,,,137.73296,118.302475,135.3226,146.15591,122.73476,107.25721,157.01794,128.70694,112.212326
1980-08-01,126.01797,124.74957,149.41992,121.03214332561615,112.8446092513579,130.4569374847864,99.87906913111775,103.71569898377652,108.3355635218947,,,,142.32155,130.51135,155.41393,133.54065,116.08732,125.09501,146.70795,127.43189,124.99777
1980-09-01,116.40398,93.32643,116.308846,110.47271017728957,82.43570195427782,112.45568989517844,93.21240933768084,87.11770297467926,96.63529327886457,,,,128.4759,104.42947,139.383,106.46871,73.40359,110.211845,112.01933,83.215164,107.556206
1980-10-01,98.61248,70.77483,76.2623,87.90336605179917,61.27764047185183,80.66608270542633,71.96919468324742,59.97015390537843,68.51785807084022,,,,111.34874,82.6717,97.46783,92.60781,57.469193,77.85065,92.06615,55.481686,78.27911
1980-11-01,66.099335,53.04885,43.630543,68.50403304078753,58.90166980710748,50.85663814947285,54.77059472438786,46.85706743163097,45.50408280694704,,,,75.36274,54.31814,60.01206,72.94621,54.891808,44.48137,73.83928,52.252514,45.18011
1980-12-01,43.913586,28.246542,20.080238,54.78577496530254,40.335024661786086,31.945188237008544,37.81046294178431,29.123767364166536,27.384754139400997,,,,52.0113,34.651447,35.508587,58.562035,40.02183,24.366123,55.378635,35.25232,19.70124
1981-01-01,33.053314,16.980492,13.200889,42.1261775928648,27.416065808429575,17.794276087698268,29.95994436459668,22.009512444887072,20.782338771146414,,,,36.65779,18.351116,21.66435,39.025993,24.82724,22.211313,39.352406,24.462418,20.715815
1981-02-01,29.317787,15.859299,8.386786,40.12018681797238,25.73920354097824,12.75000638411146,32.087616267782714,23.28806731663078,19.50732614642228,,,,34.329918,18.785107,15.884999,34.58254,23.472841,15.696395,34.77776,22.971142,18.022799
1981-03-01,49.338516,25.067616,10.856351,61.462352768928206,39.75742054422939,24.484392568824955,40.40549525806319,31.730036101596387,26.36917412391397,,,,61.83947,31.227968,25.85924,71.849365,38.663982,13.518012,63.485,34.849167,14.525116
1981-04-01,66.05792,43.229877,25.619967,83.29243656347982,70.59201350330325,47.576434533377984,60.37155412773017,51.48047744438793,43.474846716061045,,,,75.95647,46.445847,34.112183,85.50426,57.160896,28.151623,82.14057,53.694492,30.27702
1981-05-01,79.74247,77.472244,61.791447,92.1713151029496,104.75204091867732,88.33835166582182,71.02249837984589,73.9620998132125,67.64052782701563,,,,87.93476,75.86541,67.25247,88.14634,83.68875,55.898388,96.125114,85.06547,57.64272
1981-06-01,89.54594,94.265366,108.79861,98.91199227571364,109.42786346809083,105.59787509597484,84.28909686769154,81.22579382254386,81.91741901691536,,,,101.01876,96.09993,116.73254,92.31114,103.79339,93.1549,98.5368,102.67564,91.02993
1981-07-01,119.06369,124.88317,143.00702,122.29746907255902,134.48146708051945,131.74980640789104,97.48138352259775,98.03767273942724,102.3222981752049,,,,135.89923,121.08738,146.06992,126.55532,121.7601,121.035286,124.09482,127.63496,119.31816
1981-08-01,122.757416,122.65872,137.42236,118.85488664553873,124.80468979027799,125.65509898921557,98.39976361015239,99.07742158746686,101.70060564518364,,,,139.62561,124.282455,143.89142,129.90692,110.379745,117.23538,124.83294,113.73521,114.45476
1981-09-01,116.673355,102.20363,108.069084,113.24660135081487,106.34453406032132,109.34755678019411,86.48312479691296,82.62031070156723,87.73512088439658,,,,137.37076,105.78501,115.37,132.91724,89.39598,91.981636,125.07831,90.97607,97.189354
1981-10-01,90.41877,79.70576,84.26942,99.97853158959968,88.95715346684679,86.40417685056143,73.90652733924301,67.30494245221884,68.09339452036134,,,,94.57376,82.83848,93.613396,87.04467,66.51685,76.459305,88.85156,72.111885,79.592
1981-11-01,59.630768,49.173176,44.46531,57.9144540050289,53.92553509660013,47.558363805004646,55.6194807324422,44.50067376973209,46.15219441493557,,,,65.78704,59.56995,65.21133,58.07852,55.595856,47.59629,57.2007,52.762268,46.901516
1981-12-01,46.728634,29.16869,21.186195,52.32408552210297,42.49722626431805,30.903319113924976,39.85684865681088,28.644830710847938,25.3710903243854,,,,51.236603,32.355286,35.30409,50.031784,33.875446,26.825855,49.306053,32.248505,21.421116
1982-01-01,36.73882,18.122955,11.721376,39.03951065236779,28.631665827335805,16.9222904056109,32.44729052596351,23.488915033375633,19.06945720155172,,,,50.83092,24.081926,25.917107,54.908993,29.496822,20.882105,47.520195,27.539396,18.975122
1982-02-01,37.902294,17.591791,11.035567,45.09507757382128,23.357078325872575,13.890421785901763,34.77809581290309,25.75418966464463,21.6592772919134,,,,49.346504,29.589624,26.620523,56.947903,30.323364,15.874344,49.559986,27.523247,18.114134
1982-03-01,51.68349,23.902124,11.750636,55.79486194106142,34.27942720313922,19.754795983967007,36.201768665037356,26.791768482515952,22.78611832794697,,,,64.71446,31.169468,26.79944,73.40052,34.248936,13.9089985,63.91716,30.541279,14.887461
1982-04-01,67.44679,42.657993,27.596413,79.99257854074797,65.30127770591434,49.15319140156486,54.52689658951943,49.14804163170659,42.87650216976972,,,,74.641,40.018143,39.854805,86.00997,52.622837,29.300488,81.51119,51.565266,29.44763
1982-05-01,86.97398,65.39749,51.190716,107.60622809254865,95.33403620165932,80.29872919859493,72.59922972389444,68.36860234132824,63.12161692761087,,,,98.95051,65.064156,50.358604,112.546814,75.30691,46.155273,105.334404,70.811005,47.8761
1982-06-01,104.685684,104.44868,123.60756,117.90281456955631,126.49687919728972,113.47027442768403,89.54042988311558,94.90672279068458,95.0663375701101,,,,113.738655,102.466034,121.037704,130.64453,110.76411,100.124054,129.8935,108.67917,99.01544
